placeName,kakaoPlaceId,primaryType,primaryTypeName,collectionTypes,skinTreatmentConfidence,skinTreatmentSignals,categoryName,categoryGroupCode,categoryGroupName,phone,addressName,roadAddressName,mapX,mapY,placeUrl
라이트성형외과의원,65566017,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|여드름|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-543-0300,서울 강남구 신사동 583,서울 강남구 논현로 843,127.0279739044,37.5243947699,http://place.map.kakao.com/65566017
라인마스터의원,1523995208,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-556-4200,서울 강남구 삼성동 141-33,서울 강남구 테헤란로 403,127.0495083368,37.5050837001,http://place.map.kakao.com/1523995208
라인앤뷰의원,147647651,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-1600-9833,서울 강남구 신사동 514-2,서울 강남구 도산대로 119,127.0214659781,37.5173259621,http://place.map.kakao.com/147647651
라클라쎄의원,1727550734,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|여드름|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 일반의원",HP8,병원,02-563-3101,서울 강남구 역삼동 821,서울 강남구 테헤란로 101,127.0280638046,37.4986224205,http://place.map.kakao.com/1727550734
라프린의원,13506299,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,1899-7812,서울 강남구 청담동 47-2,서울 강남구 삼성로 709,127.0495528684,37.5194114497,http://place.map.kakao.com/13506299
라현의원,211021327,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저,"의료,건강 > 병원 > 성형외과",HP8,병원,02-3445-1155,서울 강남구 청담동 3,서울 강남구 도산대로 420,127.0420699155,37.5231958608,http://place.map.kakao.com/211021327
레스트의원,1792326653,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|필러,"의료,건강 > 병원 > 일반의원",HP8,병원,02-6951-2522,서울 강남구 청담동 88-20,서울 강남구 선릉로158길 12,127.0410179099,37.5253595375,http://place.map.kakao.com/1792326653
레아주서울피부과의원,719889936,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|여드름|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-511-7501,서울 강남구 신사동 583-3,서울 강남구 논현로 841,127.0279149736,37.5241127701,http://place.map.kakao.com/719889936
레알성형외과의원,10356642,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,1588-3699,서울 강남구 신사동 580,서울 강남구 압구정로 164,127.0276228616,37.5265113067,http://place.map.kakao.com/10356642
레어피부과의원,1978352886,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-543-2575,서울 강남구 청담동 89-6,서울 강남구 선릉로152길 21,127.0414631565,37.5244971229,http://place.map.kakao.com/1978352886
레이의원,26217809,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-3446-0121,서울 강남구 신사동 654-5,서울 강남구 선릉로153길 13,127.0383035997,37.5246315382,http://place.map.kakao.com/26217809
레이첼의원,1328953326,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|써마지|울쎄라,"의료,건강 > 병원 > 성형외과",HP8,병원,02-517-5300,서울 강남구 신사동 664-1,서울 강남구 압구정로54길 5,127.039772353,37.5274547932,http://place.map.kakao.com/1328953326
레지움피부과의원,2141660495,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-2088-1500,서울 강남구 신사동 501-2,서울 강남구 도산대로 107,127.0201084426,37.5167801929,http://place.map.kakao.com/2141660495
로렌클리닉,8416751,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|써마지|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-561-5773,서울 강남구 신사동 501,서울 강남구 강남대로 616,127.019795134,37.5168550291,http://place.map.kakao.com/8416751
로렐의원,1667825246,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-543-0407,서울 강남구 청담동 88-38,서울 강남구 선릉로152길 17,127.0408917842,37.5243450527,http://place.map.kakao.com/1667825246
로사클리닉,515054134,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|써마지|여드름|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-555-3388,서울 강남구 청담동 88-1,서울 강남구 도산대로55길 26,127.0407904513,37.52522807,http://place.map.kakao.com/515054134
로웰성형외과의원 강남점,2119417229,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-6951-1001,서울 강남구 역삼동 648-26,서울 강남구 테헤란로 121,127.031063215,37.4994163574,http://place.map.kakao.com/2119417229
로이성형외과의원,1261537419,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|피부레이저,"의료,건강 > 병원 > 성형외과",HP8,병원,02-516-5525,서울 강남구 신사동 504-11,서울 강남구 강남대로 652,127.0190323294,37.51969782,http://place.map.kakao.com/1261537419
로이셀의원,837283859,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-511-5560,서울 강남구 청담동 100,서울 강남구 도산대로81길 51,127.0457612825,37.5270814118,http://place.map.kakao.com/837283859
로코코성형외과의원,13057609,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-2135-2702,서울 강남구 신사동 599,서울 강남구 논현로 842,127.0287566881,37.5242612336,http://place.map.kakao.com/13057609
롤리팝성형외과의원,1093922326,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-543-1011,서울 강남구 신사동 514-2,서울 강남구 도산대로 119,127.0214580593,37.5173232606,http://place.map.kakao.com/1093922326
루나의원,1472069903,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|여드름|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-511-0883,서울 강남구 신사동 639-1,서울 강남구 압구정로 316,127.0360373606,37.5286912654,http://place.map.kakao.com/1472069903
루미에의원,1420138712,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|제모|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-558-8275,서울 강남구 역삼동 814-1,서울 강남구 강남대로 446,127.0259141919,37.502419751,http://place.map.kakao.com/1420138712
루미인피부과의원,1056543950,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|제모|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-565-8273,서울 강남구 대치동 922-1,서울 강남구 선릉로 324,127.0521016231,37.4985241639,http://place.map.kakao.com/1056543950
루브르성형외과의원,1171668739,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스,"의료,건강 > 병원 > 성형외과",HP8,병원,02-535-1719,서울 강남구 논현동 200-7,서울 강남구 강남대로 476,127.0247908671,37.5049067674,http://place.map.kakao.com/1171668739
루비성형외과의원,17646487,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|써마지|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,1661-8897,서울 강남구 논현동 1-3,서울 강남구 도산대로 108,127.020645558,37.5161250706,http://place.map.kakao.com/17646487
루비의원 신사점,616978541,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-512-8895,서울 강남구 신사동 514-2,서울 강남구 도산대로 119,127.0214659781,37.5173259621,http://place.map.kakao.com/616978541
루비의원 양재점,2098478606,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-577-7203,서울 강남구 도곡동 953-11,서울 강남구 강남대로 238,127.0347567822,37.4849667757,http://place.map.kakao.com/2098478606
루비피부과의원 신사점,315920034,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-512-8895,서울 강남구 신사동 514-2,서울 강남구 도산대로 119,127.0214659781,37.5173259621,http://place.map.kakao.com/315920034
루센느의원,571233135,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|써마지|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6952-3663,서울 강남구 논현동 200-6,서울 강남구 봉은사로 105,127.0250238686,37.5049715906,http://place.map.kakao.com/571233135
루셀의원,846867503,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|써마지,"의료,건강 > 병원 > 가정의학과",HP8,병원,02-511-5944,서울 강남구 청담동 80-19,서울 강남구 압구정로72길 8,127.0450276172,37.5261167206,http://place.map.kakao.com/846867503
루아베피부과의원,58475226,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|여드름|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-3444-7577,서울 강남구 청담동 92-4,서울 강남구 도산대로 435,127.0432887468,37.5240252436,http://place.map.kakao.com/58475226
루아크성형외과의원,1880511394,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|써마지|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-6204-5566,서울 강남구 논현동 93-2,서울 강남구 도산대로 328,127.0379642212,37.5224025676,http://place.map.kakao.com/1880511394
루엘의원,1828795786,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-514-1011,서울 강남구 논현동 202-19,서울 강남구 봉은사로 117,127.0264512841,37.5053397908,http://place.map.kakao.com/1828795786
루호성형외과의원,1310778419,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-516-0013,서울 강남구 신사동 501,서울 강남구 강남대로 616,127.0197657245,37.5168568361,http://place.map.kakao.com/1310778419
룬피부과의원,1673698177,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|써마지|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-512-7788,서울 강남구 청담동 85-2,서울 강남구 선릉로 822,127.0401727906,37.5252589157,http://place.map.kakao.com/1673698177
르디테의원,2117978390,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|울쎄라|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-6085-0578,서울 강남구 신사동 514-16,서울 강남구 도산대로 121,127.0217284305,37.5174079054,http://place.map.kakao.com/2117978390
르메디크의원,1630386773,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-543-2121,서울 강남구 청담동 89-21,서울 강남구 도산대로57길 20,127.0416783285,37.5249133102,http://place.map.kakao.com/1630386773
르모아의원,303572031,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|써마지|울쎄라|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-565-2486,서울 강남구 역삼동 765-3,서울 강남구 선릉로 301,127.0524654586,37.4964706093,http://place.map.kakao.com/303572031
르쏘메의원,684915905,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|써마지|필러,"의료,건강 > 병원 > 일반의원",HP8,병원,02-543-8754,서울 강남구 청담동 50,서울 강남구 도산대로 518,127.0497641655,37.5241668531,http://place.map.kakao.com/684915905
르제이의원,63611797,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,써마지,"의료,건강 > 병원 > 일반의원",HP8,병원,02-516-7153,서울 강남구 논현동 5-1,서울 강남구 도산대로 134,127.0233810366,37.5173535297,http://place.map.kakao.com/63611797
리노보의원 압구정,25630192,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|제모|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-593-1356,서울 강남구 신사동 583-3,서울 강남구 논현로 841,127.0279149833,37.5241388992,http://place.map.kakao.com/25630192
리뉴아의원,643755802,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스,"의료,건강 > 병원 > 일반의원",HP8,병원,02-2135-2149,서울 강남구 신사동 665-8,서울 강남구 선릉로153길 8,127.03886149,37.5249692318,http://place.map.kakao.com/643755802
리뉴얼의원,14091150,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|울쎄라|제모|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-512-8800,서울 강남구 신사동 663-14,서울 강남구 선릉로157길 18,127.038393789,37.5262298868,http://place.map.kakao.com/14091150
리뉴외과의원,765263399,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-549-0119,서울 강남구 신사동 666-15,서울 강남구 도산대로 335,127.0385190261,37.5233754708,http://place.map.kakao.com/765263399
리더스피부과 강남도곡점,16415860,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,1588-7833,서울 강남구 도곡동 467-7,서울 강남구 언주로30길 21,127.0520021843,37.4888509966,http://place.map.kakao.com/16415860
리더스피부과 삼성중앙점,443622925,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-545-3575,서울 강남구 삼성동 49-12,서울 강남구 봉은사로 469,127.0507902866,37.5125840199,http://place.map.kakao.com/443622925
리더스피부과 압구정점,22540851,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,1588-7833,서울 강남구 신사동 623-1,서울 강남구 언주로 843,127.0329475349,37.5257422875,http://place.map.kakao.com/22540851
리더스피부과 청담명품거리점,1942356395,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,1588-7833,서울 강남구 청담동 100-17,서울 강남구 압구정로 445,127.0461026082,37.5265478859,http://place.map.kakao.com/1942356395
리더스피부과의원 청담점,800792035,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,1588-7833,서울 강남구 청담동 87-4,서울 강남구 도산대로 409,127.0404853194,37.52371359,http://place.map.kakao.com/800792035
리드림의원,1850046357,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-527-9999,서울 강남구 삼성동 158-23,서울 강남구 테헤란로 513,127.0588898041,37.5080247811,http://place.map.kakao.com/1850046357
리드미피부과의원,7881189,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-567-9357,서울 강남구 대치동 938-22,서울 강남구 도곡로 409,127.0551812817,37.4973802895,http://place.map.kakao.com/7881189
리드성형외과의원,1466214958,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|써마지|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,0503-7150-5965,서울 강남구 도곡동 467-7,서울 강남구 언주로30길 21,127.0519004562,37.4889051018,http://place.map.kakao.com/1466214958
리디안의원,229049816,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|피부레이저,"의료,건강 > 병원 > 성형외과",HP8,병원,02-6959-5508,서울 강남구 신사동 598-6,서울 강남구 논현로 836,127.0285978533,37.5230611368,http://place.map.kakao.com/229049816
리라피부과의원,1681891318,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-512-4568,서울 강남구 청담동 86,서울 강남구 선릉로 806,127.0396448913,37.5238904716,http://place.map.kakao.com/1681891318
리메이크강남의원,1867948585,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,필러,"의료,건강 > 병원 > 일반의원",HP8,병원,02-6952-6242,서울 강남구 논현동 146-6,서울 강남구 학동로6길 36,127.0254688457,37.5097882681,http://place.map.kakao.com/1867948585
리모성형외과의원,954662936,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-556-3323,서울 강남구 역삼동 809-16,서울 강남구 강남대로 458,127.0254632894,37.5034199653,http://place.map.kakao.com/954662936
리무브의원 강남,95766817,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|써마지|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-2038-8037,서울 강남구 역삼동 601-1,서울 강남구 봉은사로 110,127.0258188066,37.5045803832,http://place.map.kakao.com/95766817
리본성형외과의원,9067332,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-543-3355,서울 강남구 논현동 2,서울 강남구 도산대로 110,127.0210166109,37.5162646608,http://place.map.kakao.com/9067332
리브영의원,744135859,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|써마지|울쎄라|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,0503-7154-4709,서울 강남구 신사동 614-2,서울 강남구 압구정로 208,127.029899461,37.5275919546,http://place.map.kakao.com/744135859
리브의원 강남,735728524,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-6952-6608,서울 강남구 역삼동 808,서울 강남구 강남대로 470,127.0250609759,37.5043291659,http://place.map.kakao.com/735728524
리비안성형외과,1574440653,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|피부레이저,"의료,건강 > 병원 > 성형외과",HP8,병원,02-546-2563,서울 강남구 청담동 84-7,서울 강남구 선릉로 830,127.0404424407,37.5260111605,http://place.map.kakao.com/1574440653
리스토리성형외과의원,933369838,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-557-2452,서울 강남구 역삼동 808-4,서울 강남구 강남대로 468,127.02514574,37.5041561548,http://place.map.kakao.com/933369838
리스펙성형외과의원,1981054269,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-532-0888,서울 강남구 역삼동 820-10,서울 강남구 강남대로 406,127.027730298,37.4988973062,http://place.map.kakao.com/1981054269
리아성형외과의원,772329968,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스,"의료,건강 > 병원 > 성형외과",HP8,병원,02-6413-2020,서울 강남구 논현동 5-1,서울 강남구 도산대로 134,127.0233810366,37.5173535297,http://place.map.kakao.com/772329968
리아이성형외과의원,1295002175,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-549-7889,서울 강남구 논현동 1-1,서울 강남구 도산대로 104,127.0203469243,37.5160773693,http://place.map.kakao.com/1295002175
리앤채움의원,20347984,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-548-8275,서울 강남구 신사동 584-3,서울 강남구 논현로 837,127.027953145,37.5233315919,http://place.map.kakao.com/20347984
리엔델클리닉,815472359,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-518-8278,서울 강남구 청담동 85-3,서울 강남구 선릉로 820,127.0401093412,37.5250760339,http://place.map.kakao.com/815472359
리연케이의원,27296474,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-558-5581,서울 강남구 신사동 663-20,서울 강남구 언주로172길 64,127.0390275255,37.526638734,http://place.map.kakao.com/27296474
리오브피부과의원,1492037887,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-6958-8815,서울 강남구 신사동 615-4,서울 강남구 압구정로36길 8,127.0313205398,37.5279510861,http://place.map.kakao.com/1492037887
리오셀의원,332818280,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-515-1546,서울 강남구 논현동 234-28,서울 강남구 논현로 604,127.034040055,37.5076480248,http://place.map.kakao.com/332818280
리올의원,1376048940,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,0503-7152-8012,서울 강남구 논현동 5-4,서울 강남구 도산대로 138,127.0237860163,37.5174327371,http://place.map.kakao.com/1376048940
리원피부과의원,231577139,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-543-0210,서울 강남구 신사동 652-16,서울 강남구 도산대로 327,127.0376127462,37.523077531,http://place.map.kakao.com/231577139
리을피부과의원,1020312352,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|써마지|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-511-1030,서울 강남구 논현동 62-13,서울 강남구 언주로 735,127.0336750054,37.5208298166,http://place.map.kakao.com/1020312352
리젠의원,13596645,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6952-8658,서울 강남구 논현동 143-6,서울 강남구 강남대로 528,127.0225698359,37.5093086221,http://place.map.kakao.com/13596645
리즈벨의원,27444135,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,1522-0248,서울 강남구 신사동 547-3,서울 강남구 가로수길 74,127.0227379596,37.5229002299,http://place.map.kakao.com/27444135
리즈온 위드 연세슬림라인의원,14104183,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-541-7767,서울 강남구 신사동 582-9,서울 강남구 논현로 853,127.0280952159,37.5251047309,http://place.map.kakao.com/14104183
리츠피부과의원,17698231,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|제모|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-561-4555,서울 강남구 역삼동 820-11,서울 강남구 강남대로 402,127.0278060024,37.4987233942,http://place.map.kakao.com/17698231
리코성형외과의원,16328437,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-544-5200,서울 강남구 논현동 4,서울 강남구 도산대로 122,127.0221343525,37.5168528119,http://place.map.kakao.com/16328437
리터닝성형외과의원,1449501500,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-6221-1121,서울 강남구 역삼동 821,서울 강남구 테헤란로 101,127.0280660667,37.498623321,http://place.map.kakao.com/1449501500
리트머스성형외과의원,1574549512,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-567-8988,서울 강남구 대치동 945-5,서울 강남구 테헤란로 528,127.0620363774,37.508125885,http://place.map.kakao.com/1574549512
리팅성형외과의원 서울점,1176797899,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,1899-9717,서울 강남구 신사동 514-2,서울 강남구 도산대로 119,127.0214648467,37.5173250613,http://place.map.kakao.com/1176797899
리파인의원,241501537,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|써마지|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-544-1005,서울 강남구 신사동 574-4,서울 강남구 논현로175길 38,127.0255521394,37.5251918047,http://place.map.kakao.com/241501537
