"placeName","kakaoPlaceId","isIndoor","walkHard","isNa","primaryType","primaryTypeName","collectionTypes","skinTreatmentConfidence","skinTreatmentSignals","categoryName","categoryGroupCode","categoryGroupName","phone","addressName","roadAddressName","mapX","mapY","placeUrl"
"올리브영 강남논현점","741335130",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 논현동 182-29","서울 강남구 강남대로118길 11","127.024542617","37.5066277392","http://place.map.kakao.com/741335130"
"올리브영 강남우성점","13033019",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 역삼동 832-7","서울 강남구 강남대로 320","127.0310465134","37.4918533111","http://place.map.kakao.com/13033019"
"올리브영 개포동점","957237114",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 개포동 158-12","서울 강남구 선릉로 26","127.061483583","37.4822510629","http://place.map.kakao.com/957237114"
"올리브영 대치사거리점","726122138",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 대치동 962-1","서울 강남구 삼성로 342","127.0593964308","37.5022274598","http://place.map.kakao.com/726122138"
"올리브영 대치역점","27467227",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 대치동 507","서울 강남구 남부순환로 2936","127.0616680323","37.4934459892","http://place.map.kakao.com/27467227"
"올리브영 대치점","17592155",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 대치동 1021-2","서울 강남구 도곡로 448","127.0594927285","37.4981638744","http://place.map.kakao.com/17592155"
"올리브영 봉은사역점","1608313735",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 삼성동 107","서울 강남구 영동대로 602","127.0603780471","37.5148275128","http://place.map.kakao.com/1608313735"
"올리브영 삼성중앙역점","2051351542",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 삼성동 49-9","서울 강남구 봉은사로 465","127.0503898096","37.5124760709","http://place.map.kakao.com/2051351542"
"올리브영 선릉로점","11910208",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 대치동 889-71","서울 강남구 테헤란로64길 20","127.0513326899","37.5035692324","http://place.map.kakao.com/11910208"
"올리브영 선릉점","1797814998",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 대치동 891","서울 강남구 테헤란로 424","127.0534681642","37.5054928325","http://place.map.kakao.com/1797814998"
"올리브영 선릉중앙점","18355803",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 역삼동 707-5","서울 강남구 테헤란로 316","127.045537404","37.5030778575","http://place.map.kakao.com/18355803"
"올리브영 선릉타운점","1066439948",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 삼성동 142-35","서울 강남구 테헤란로 411","127.0508748052","37.5054570367","http://place.map.kakao.com/1066439948"
"올리브영 세곡동점","900781164",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 세곡동 613","서울 강남구 헌릉로569길 21-36","127.1002916973","37.4664955685","http://place.map.kakao.com/900781164"
"올리브영 세로수길점","1629854644",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 신사동 534-24","서울 강남구 강남대로160길 45","127.0223289195","37.5206793361","http://place.map.kakao.com/1629854644"
"올리브영 수서역점","26984041",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 수서동 713","서울 강남구 밤고개로1길 10","127.1019721986","37.4878417423","http://place.map.kakao.com/26984041"
"올리브영 신강남점","2088307487",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 역삼동 813-5","서울 강남구 봉은사로2길 31","127.0264774424","37.5025502719","http://place.map.kakao.com/2088307487"
"올리브영 신논현역점","957996180",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 역삼동 808","서울 강남구 강남대로 470","127.0250609759","37.5043291659","http://place.map.kakao.com/957996180"
"올리브영 신사점","1114533586",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 논현동 3","서울 강남구 도산대로 116","127.0215144128","37.5166114575","http://place.map.kakao.com/1114533586"
"올리브영 압구정로데오역점","1357165713",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 신사동 665-4","서울 강남구 선릉로 817","127.039424925","37.5250852743","http://place.map.kakao.com/1357165713"
"올리브영 압구정로데오점","19730259",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 신사동 661-3","서울 강남구 압구정로 342","127.039504441","37.527850423","http://place.map.kakao.com/19730259"
"올리브영 압구정역점","11910220",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 신사동 611","서울 강남구 논현로 878","127.0290859322","37.5272957282","http://place.map.kakao.com/11910220"
"올리브영 압구정점","11910221",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 신사동 580-5","서울 강남구 논현로175길 6","127.0278162336","37.5262968228","http://place.map.kakao.com/11910221"
"올리브영 압구정중앙점","21459684",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 신사동 599","서울 강남구 논현로 842","127.0286469487","37.5242432402","http://place.map.kakao.com/21459684"
"올리브영 양재스타클래스점","19161741",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 도곡동 957-10","서울 강남구 남부순환로 2615","127.0361690642","37.4851240283","http://place.map.kakao.com/19161741"
"올리브영 언주역점","1794894296",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 논현동 235-9","서울 강남구 봉은사로 209","127.0349313864","37.5078504907","http://place.map.kakao.com/1794894296"
"올리브영 역삼역점","20104849",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 역삼동 736","서울 강남구 테헤란로 138","127.03429429","37.4997001815","http://place.map.kakao.com/20104849"
"올리브영 역삼점","11910225",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 역삼동 822-5","서울 강남구 테헤란로 111","127.0292931565","37.4988536807","http://place.map.kakao.com/11910225"
"올리브영 역삼중앙점","548632463",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 역삼동 642-19","서울 강남구 테헤란로 151","127.0360533985","37.5008898867","http://place.map.kakao.com/548632463"
"올리브영 일원역점","536490119",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 일원동 717","서울 강남구 일원로 115","127.0844599445","37.4840208692","http://place.map.kakao.com/536490119"
"올리브영 청담역점","15290910",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","02-3445-2331","서울 강남구 청담동 76","서울 강남구 삼성로 716","127.0499988111","37.519792386","http://place.map.kakao.com/15290910"
"올리브영 코엑스몰점","26510870",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 삼성동 159-6","","127.059095008","37.5100807711","http://place.map.kakao.com/26510870"
"올리브영 타워팰리스점","899234314",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 도곡동 467-14","서울 강남구 언주로30길 39","127.053064886","37.4885928359","http://place.map.kakao.com/899234314"
"올리브영 테헤란로점","1348037351",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 대치동 944","서울 강남구 테헤란로 514","127.059753424","37.5074260801","http://place.map.kakao.com/1348037351"
"올리브영 파르나스몰점","326841913",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 삼성동 159-8","서울 강남구 테헤란로 521","127.0608089556","37.5091915107","http://place.map.kakao.com/326841913"
"올리브영 파르나스삼성 타운","388290530",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 삼성동 159-8","서울 강남구 테헤란로 521","127.0608066935","37.5091915119","http://place.map.kakao.com/388290530"
"올리브영 포이사거리점","1607733040",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 개포동 1229-4","서울 강남구 논현로 82","127.0453295796","37.4773262407","http://place.map.kakao.com/1607733040"
"올리브영 학동역점","620764187",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 논현동 129-1","서울 강남구 논현로 667","127.0306562388","37.5135955809","http://place.map.kakao.com/620764187"
"올리브영 학동중앙점","693697299",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 논현동 93","서울 강남구 도산대로 326","127.0376531214","37.5223819441","http://place.map.kakao.com/693697299"
"올리브영 한티역점","17137473",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 강남구 대치동 936","서울 강남구 선릉로 312","127.0524944821","37.4975454971","http://place.map.kakao.com/17137473"
"올리브영 현대백화점무역센터점","253320417",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","02-2142-6270","서울 강남구 삼성동 159-7","서울 강남구 테헤란로 517","127.0595654564","37.5085722531","http://place.map.kakao.com/253320417"
"케이엘디벨롭스","627548708",1,2,0,"drugstore","드럭스토어","drugstore","","","서비스,산업 > 관리,운영","","","","서울 강남구 역삼동 746-15","서울 강남구 논현로77길 9","127.0377307439","37.4968051016","http://place.map.kakao.com/627548708"
"판도라 압구정영약국점","391649287",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어","","","02-518-9555","서울 강남구 신사동 582-4","서울 강남구 압구정로28길 25","127.0278383121","37.5248236791","http://place.map.kakao.com/391649287"
"하파크리스틴 올리브영압구정로데오점","1997511372",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 패션 > 패션잡화점 > 안경,렌즈 > 하파크리스틴","","","0502-5553-2245","서울 강남구 신사동 661-3","서울 강남구 압구정로 342","127.039504441","37.527850423","http://place.map.kakao.com/1997511372"
"한스킨 올리브영 강남교보사거리점","23445612",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 미용 > 화장품 > 한스킨","","","","서울 강남구 역삼동 809-10","서울 강남구 강남대로 456","127.0256317193","37.5031820634","http://place.map.kakao.com/23445612"
"한스킨 올리브영 신사점","23445743",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 미용 > 화장품 > 한스킨","","","02-516-5290","서울 강남구 논현동 3","서울 강남구 도산대로 116","127.0215415551","37.5165934325","http://place.map.kakao.com/23445743"
"갤러리 스페이스엘","347949050",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 전시관","CT1","문화시설","","서울 서초구 반포동 107-39","서울 서초구 서래로5길 38","126.9962002895","37.4980121074","http://place.map.kakao.com/347949050"
"경암 이철호문학기념관","23105322",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 문화원","CT1","문화시설","","서울 서초구 방배동 1345","서울 서초구 동광로12가길 2","126.9848032405","37.4877334019","http://place.map.kakao.com/23105322"
"국립국악원","12446320",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 공연장,연극극장","CT1","문화시설","02-580-3300","서울 서초구 서초동 산 150-124","서울 서초구 남부순환로 2364","127.0088285701","37.4779247671","http://place.map.kakao.com/12446320"
"국립중앙도서관 기록매체박물관","872504715",1,3,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 박물관","CT1","문화시설","","서울 서초구 반포동 산 57-1","서울 서초구 반포대로 201","127.0036685467","37.498351791","http://place.map.kakao.com/872504715"
"국악박물관","10137345",1,4,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 박물관","CT1","문화시설","02-580-3130","서울 서초구 서초동 산 146-13","서울 서초구 남부순환로 2364","127.009582591","37.477415638","http://place.map.kakao.com/10137345"
"두리춤터","14105283",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 공연장,연극극장","CT1","문화시설","02-533-2141","서울 서초구 방배동 794-29","서울 서초구 동광로19길 15","126.9891579641","37.493103887","http://place.map.kakao.com/14105283"
"디월트 고객체험센터","1780443891",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 전시관","CT1","문화시설","02-6483-8500","서울 서초구 서초동 1443-15","서울 서초구 효령로 336","127.020985523","37.4860242041","http://place.map.kakao.com/1780443891"
"뤄니갤러리 서초점","425698620",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 미술관","CT1","문화시설","070-5223-0124","서울 서초구 서초동 1627-2","서울 서초구 사임당로 66","127.0171871014","37.4889999462","http://place.map.kakao.com/425698620"
"매헌윤봉길의사기념관","8301233",0,4,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 기념관","CT1","문화시설","02-578-0429","서울 서초구 양재동 236","서울 서초구 매헌로 99","127.0365696768","37.4696112238","http://place.map.kakao.com/8301233"
"메가박스 강남","10609442",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 영화,영상 > 영화관 > 메가박스","CT1","문화시설","1544-0070","서울 서초구 서초동 1317-20","서울 서초구 서초대로77길 3","127.0264170153","37.4979560555","http://place.map.kakao.com/10609442"
"메가박스 센트럴","7980397",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 영화,영상 > 영화관 > 메가박스","CT1","문화시설","1544-0070","서울 서초구 반포동 19-3","서울 서초구 신반포로 176","127.0030083791","37.5048642802","http://place.map.kakao.com/7980397"
"법원전시관","27495897",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 전시관","CT1","문화시설","02-3480-1973","서울 서초구 서초동 967","서울 서초구 서초대로 219","127.0058484077","37.4924663266","http://place.map.kakao.com/27495897"
"비포선셋","487133420",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 공연장,연극극장","CT1","문화시설","","서울 서초구 방배동 435-6","서울 서초구 방배천로18길 36-17","126.9848722002","37.482194011","http://place.map.kakao.com/487133420"
"정효문화재단","1733008202",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 기념관","CT1","문화시설","","서울 서초구 서초동 1618-55","서울 서초구 사임당로18길 52-2","127.0196200518","37.4875417364","http://place.map.kakao.com/1733008202"
"서울아트나우갤러리","1132972146",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 전시관","CT1","문화시설","02-572-7987","서울 서초구 서초동 1561-1","서울 서초구 반포대로24길 41-14","127.0117472782","37.4897691719","http://place.map.kakao.com/1132972146"
"서초수학박물관","27500688",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 박물관","CT1","문화시설","02-597-2233","서울 서초구 방배동 869-8","서울 서초구 방배중앙로 82","126.9894754552","37.4869085871","http://place.map.kakao.com/27500688"
"솔뫼국악원","1739218741",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 문화원","CT1","문화시설","010-4356-2113","서울 서초구 양재동 8-7","서울 서초구 남부순환로358길 20","127.0383518262","37.4840178026","http://place.map.kakao.com/1739218741"
"스페이스이수","2086852903",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 전시관","CT1","문화시설","070-7737-7067","서울 서초구 반포동 112-4","서울 서초구 사평대로 84","126.9938933216","37.4980210208","http://place.map.kakao.com/2086852903"
"심산김창숙기념관","11985459",1,4,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 기념관","CT1","문화시설","02-599-6551","서울 서초구 반포동 114-3","서울 서초구 사평대로 55","126.9912141704","37.4991200796","http://place.map.kakao.com/11985459"
"써포먼트갤러리","1773176494",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 미술관","CT1","문화시설","02-537-0604","서울 서초구 반포동 96-1","서울 서초구 사평대로22길 41","126.9977608942","37.4976994981","http://place.map.kakao.com/1773176494"
"애니버셔리","189546992",0,4,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 전시관","CT1","문화시설","","서울 서초구 반포동 650","서울 서초구 올림픽대로 2085-14","126.9958941694","37.5123696172","http://place.map.kakao.com/189546992"
"양재살롱관","206341945",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 전시관","CT1","문화시설","0507-1347-5303","서울 서초구 양재동 90-2","서울 서초구 양재천로 125-10","127.0413563839","37.4786017255","http://place.map.kakao.com/206341945"
"예술의전당","17344023",1,4,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 공연장,연극극장","CT1","문화시설","1668-1352","서울 서초구 서초동 700","서울 서초구 남부순환로 2406","127.0137535834","37.4794461013","http://place.map.kakao.com/17344023"
"예술의전당 서울서예박물관","7937104",1,3,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 박물관","CT1","문화시설","02-580-1300","서울 서초구 서초동 산 130-27","서울 서초구 남부순환로 2406","127.0118619375","37.4783398669","http://place.map.kakao.com/7937104"
"오디움","721979898",1,5,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 전시관","CT1","문화시설","02-574-5175","서울 서초구 신원동 560","서울 서초구 헌릉로8길 6","127.0589661059","37.4568970053","http://place.map.kakao.com/721979898"
"유나갤러리 강남","1597228873",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 미술관","CT1","문화시설","02-523-1833","서울 서초구 서초동 1320-10","서울 서초구 서초대로74길 11","127.0269141213","37.4966332658","http://place.map.kakao.com/1597228873"
"전기박물관","10725431",1,4,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 박물관","CT1","문화시설","02-2105-8190","서울 서초구 서초동 1355","서울 서초구 효령로72길 60","127.0281269252","37.4860046996","http://place.map.kakao.com/10725431"
"칼로스아트스페이스","1622257372",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 미술관","CT1","문화시설","02-529-9129","서울 서초구 양재동 92-6","서울 서초구 양재천로 119","127.0411671194","37.4777656548","http://place.map.kakao.com/1622257372"
"터키이스탄불문화원","657647911",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 문화원","CT1","문화시설","02-3452-8182","서울 서초구 서초동 1527-11","서울 서초구 효령로 223","127.0085024957","37.4837353984","http://place.map.kakao.com/657647911"
"페리지홀앤갤러리","19629735",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 공연장,연극극장","CT1","문화시설","","서울 서초구 서초동 1451-51","서울 서초구 반포대로 18","127.0127353988","37.4822375415","http://place.map.kakao.com/19629735"
"풍류사랑방","1022020068",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 공연장,연극극장","CT1","문화시설","02-580-3300","서울 서초구 서초동 산 150-124","서울 서초구 남부순환로 2364","127.0086318131","37.4775860021","http://place.map.kakao.com/1022020068"
"한원미술관","8145231",1,2,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 미술관","CT1","문화시설","02-588-5642","서울 서초구 서초동 1449-12","서울 서초구 남부순환로 2423","127.0154397604","37.4817434662","http://place.map.kakao.com/8145231"
"한전아트센터","8142719",1,1,0,"cultural_facility","문화시설","cultural_facility","","","문화,예술 > 문화시설 > 공연장,연극극장","CT1","문화시설","02-2105-8133","서울 서초구 서초동 1355","서울 서초구 효령로72길 60","127.0286741478","37.4859288834","http://place.map.kakao.com/8142719"
"신세계백화점 강남점","22386977",1,5,0,"department_store","백화점","department_store","","","가정,생활 > 백화점 > 신세계백화점","","","1588-1234","서울 서초구 반포동 19-3","서울 서초구 신반포로 176","127.0043203292","37.5053057321","http://place.map.kakao.com/22386977"
"올리브영 NC강남점","180432309",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 잠원동 70","서울 서초구 잠원로 37-6","127.0080754599","37.5079932333","http://place.map.kakao.com/180432309"
"올리브영 강남엔터식스점","425483504",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 반포동 19-11","서울 서초구 신반포로 지하 188","127.0049423424","37.5049453056","http://place.map.kakao.com/425483504"
"올리브영 강남타운점","1940770088",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 서초동 1305-8","서울 서초구 강남대로 429","127.025893248","37.5007195575","http://place.map.kakao.com/1940770088"
"올리브영 남부터미널점","11910199",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 서초동 1602-3","서울 서초구 효령로 283","127.0150243479","37.4850195872","http://place.map.kakao.com/11910199"
"올리브영 내방역점","25979336",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 방배동 851-4","서울 서초구 방배로 178","126.9928514813","37.4894343648","http://place.map.kakao.com/25979336"
"올리브영 방배이수점","20104748",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 방배동 1671","서울 서초구 동작대로 118","126.9826855956","37.4869654517","http://place.map.kakao.com/20104748"
"올리브영 방배점","289813593",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 방배동 909-6","서울 서초구 방배로 83","126.9970592493","37.4818822928","http://place.map.kakao.com/289813593"
"올리브영 서래마을점","20104773",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 반포동 95-3","서울 서초구 서래로 39","126.9982618452","37.4985887998","http://place.map.kakao.com/20104773"
"올리브영 서초대로점","965628377",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 서초동 1674-1","서울 서초구 서초대로 314","127.0157724931","37.4940701122","http://place.map.kakao.com/965628377"
"올리브영 서초역점","27560687",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 서초동 1543-11","서울 서초구 반포대로 110","127.0089351368","37.4898856481","http://place.map.kakao.com/27560687"
"올리브영 서초우성점","98202105",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 서초동 1337-32","서울 서초구 강남대로 331","127.0296536836","37.4925690686","http://place.map.kakao.com/98202105"
"올리브영 서초타운점","17600299",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 서초동 1327-11","서울 서초구 서초대로78길 32","127.0280217343","37.4949859679","http://place.map.kakao.com/17600299"
"올리브영 센트럴 강남 타운","1044909318",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 서초동 1318-4","서울 서초구 강남대로 403","127.0268152593","37.4984578263","http://place.map.kakao.com/1044909318"
"올리브영 신논현점","11910212",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 반포동 748-1","서울 서초구 강남대로 483","127.0237199618","37.5052971226","http://place.map.kakao.com/11910212"
"올리브영 신사서초점","957191350",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 잠원동 27-2","서울 서초구 강남대로 589","127.0196644003","37.5143727857","http://place.map.kakao.com/957191350"
"올리브영 씨제이ENM커머스부문점","616106981",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","02-2107-0268","서울 서초구 방배동 2724","서울 서초구 과천대로 870-13","126.9876816992","37.4690945552","http://place.map.kakao.com/616106981"
"올리브영 양재역점","18055053",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","1577-4887","서울 서초구 서초동 1366-9","서울 서초구 남부순환로 지하 2585","127.0344172458","37.4842352563","http://place.map.kakao.com/18055053"
"올리브영 양재하나로클럽점","26344924",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 드럭스토어 > 올리브영","","","02-573-5290","서울 서초구 양재동 230","서울 서초구 청계산로 10","127.0435317366","37.4632297048","http://place.map.kakao.com/26344924"
"하파크리스틴 올리브영센트럴강남타운점","653745804",1,2,0,"drugstore","드럭스토어","drugstore","","","가정,생활 > 패션 > 패션잡화점 > 안경,렌즈 > 하파크리스틴","","","010-9977-0234","서울 서초구 서초동 1318-4","서울 서초구 강남대로 403","127.0268152593","37.4984578263","http://place.map.kakao.com/653745804"
"동작노을카페","752529399",1,1,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 전망대","AT4","관광명소","","서울 서초구 반포동 1333-1","","126.9810729766","37.5058448979","http://place.map.kakao.com/752529399"
"매봉재산","8329499",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 산","AT4","관광명소","","서울 서초구 방배동","","126.9965586182","37.4767600415","http://place.map.kakao.com/8329499"
"방배동먹자골목","27600592",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 테마거리 > 먹자골목","AT4","관광명소","","서울 서초구 방배동","","126.9961241954","37.4824363862","http://place.map.kakao.com/27600592"
"방배동사이길","26314489",0,4,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 테마거리","AT4","관광명소","","서울 서초구 방배동 32-2","","126.9902116772","37.4945239661","http://place.map.kakao.com/26314489"
